uniprot_id,protein_name,organism,organism_id,gene_name,length,function
A0A0D3ADM7,A0A0D3ADM7_BRAOL Terpene synthase N-terminal domain-containing protein,Brassica oleracea var. oleracea,109376,,495,
A0A0D3BBB1,A0A0D3BBB1_BRAOL Terpene synthase N-terminal domain-containing protein,Brassica oleracea var. oleracea,109376,,324,
A0A0D3BBB3,A0A0D3BBB3_BRAOL Uncharacterized protein,Brassica oleracea var. oleracea,109376,,566,
A0A0D3CK74,A0A0D3CK74_BRAOL Uncharacterized protein,Brassica oleracea var. oleracea,109376,,603,
A0A0D3CVD0,A0A0D3CVD0_BRAOL Terpene synthase N-terminal domain-containing protein,Brassica oleracea var. oleracea,109376,,594,
A0A0D3D8G7,A0A0D3D8G7_BRAOL (+)-delta-cadinene synthase,Brassica oleracea var. oleracea,109376,,520,
A0A0D3DD83,A0A0D3DD83_BRAOL Terpene synthase N-terminal domain-containing protein,Brassica oleracea var. oleracea,109376,,330,
A0A0D3DDM0,A0A0D3DDM0_BRAOL Terpene synthase metal-binding domain-containing protein,Brassica oleracea var. oleracea,109376,,504,
A0A0D3DF51,A0A0D3DF51_BRAOL Uncharacterized protein,Brassica oleracea var. oleracea,109376,,617,
A0A0D3DF57,A0A0D3DF57_BRAOL Terpene synthase metal-binding domain-containing protein,Brassica oleracea var. oleracea,109376,,471,
A0A0D3E5T4,A0A0D3E5T4_BRAOL Terpene synthase N-terminal domain-containing protein,Brassica oleracea var. oleracea,109376,,348,
A0A0D3E6M4,A0A0D3E6M4_BRAOL Terpene synthase metal-binding domain-containing protein,Brassica oleracea var. oleracea,109376,,380,
A0A0D3EEC9,A0A0D3EEC9_BRAOL Uncharacterized protein,Brassica oleracea var. oleracea,109376,,551,
A0A0D3EVC5,A0A0D3EVC5_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza barthii,65489,,101,
A0A0D3F6N1,A0A0D3F6N1_9ORYZ Uncharacterized protein,Oryza barthii,65489,,762,
A0A0D3F6N3,A0A0D3F6N3_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza barthii,65489,,515,
A0A0D3F6N4,A0A0D3F6N4_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza barthii,65489,,541,
A0A0D3F6N5,A0A0D3F6N5_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,262,
A0A0D3F6N6,A0A0D3F6N6_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,248,
A0A0D3F6N8,A0A0D3F6N8_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,721,
A0A0D3F6N9,A0A0D3F6N9_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,733,
A0A0D3F6P0,A0A0D3F6P0_9ORYZ Uncharacterized protein,Oryza barthii,65489,,560,
A0A0D3F6P1,A0A0D3F6P1_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza barthii,65489,,572,
A0A0D3F6P2,A0A0D3F6P2_9ORYZ Squalene cyclase N-terminal domain-containing protein,Oryza barthii,65489,,254,
A0A0D3FSN7,A0A0D3FSN7_9ORYZ Uncharacterized protein,Oryza barthii,65489,,842,
A0A0D3G079,A0A0D3G079_9ORYZ Ent-kaurene synthase,Oryza barthii,65489,,2344,
A0A0D3G080,A0A0D3G080_9ORYZ Ent-kaurene synthase,Oryza barthii,65489,,2340,
A0A0D3HLS2,A0A0D3HLS2_9ORYZ Uncharacterized protein,Oryza barthii,65489,,752,
A0A0D3HLS3,A0A0D3HLS3_9ORYZ Uncharacterized protein,Oryza barthii,65489,,809,
A0A0D3HLS5,A0A0D3HLS5_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,760,
A0A0D3HUM8,A0A0D3HUM8_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza barthii,65489,,546,
A0A0D3HUN3,A0A0D3HUN3_9ORYZ Uncharacterized protein,Oryza barthii,65489,,797,
A0A0D5W9R1,A0A0D5W9R1_9CYAN Terpene synthase,Aphanizomenon gracile WH-1,1634061,,753,
A0A0D7A848,A0A0D7A848_9AGAR Terpene synthase,Fistulina hepatica ATCC 64428,1128425,FISHEDRAFT_66255,357,
A0A0D7A8Q8,A0A0D7A8Q8_9AGAR Terpene synthase,Fistulina hepatica ATCC 64428,1128425,FISHEDRAFT_45426,347,
A0A0D7A9B7,A0A0D7A9B7_9AGAR Terpene synthase,Fistulina hepatica ATCC 64428,1128425,FISHEDRAFT_46267,358,
A0A0D7ALT3,A0A0D7ALT3_9AGAR Terpene synthase,Fistulina hepatica ATCC 64428,1128425,FISHEDRAFT_34696,347,
A0A0D7AT78,A0A0D7AT78_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_405471,338,
A0A0D7AU93,A0A0D7AU93_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_384541,338,
A0A0D7B3G0,A0A0D7B3G0_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_380537,352,
A0A0D7B3Q7,A0A0D7B3Q7_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_400743,340,
A0A0D7BEW7,A0A0D7BEW7_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_452977,361,
A0A0D7BFS7,A0A0D7BFS7_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_453006,356,
A0A0D7BG15,A0A0D7BG15_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_442632,336,
A0A0D7BM87,A0A0D7BM87_9AGAR Terpene synthase,Cylindrobasidium torrendii FP15055 ss-10,1314674,CYLTODRAFT_347245,340,
A0A0D7CU33,A0A0D7CU33_9ACTN Terpene synthase,Streptomyces natalensis ATCC 27448,1240678,SNA_06525,372,
A0A0D7CV28,A0A0D7CV28_9ACTN Terpene synthase,Streptomyces natalensis ATCC 27448,1240678,SNA_01360,739,
A0A0D8B6G0,A0A0D8B6G0_9ACTN Terpene synthase,Frankia torreyi,1856,FF36_05950,752,
A0A0D8BHX4,A0A0D8BHX4_9ACTN Terpene synthase,Frankia torreyi,1856,FF36_01865,329,
A0A0D9NRW8,A0A0D9NRW8_METAN Terpene synthase,Metarhizium anisopliae BRIP 53293,1291518,H634G_09403,240,
A0A0D9NTV0,A0A0D9NTV0_METAN Terpene synthase,Metarhizium anisopliae BRIP 53293,1291518,H634G_07000,326,
A0A0D9VHC2,A0A0D9VHC2_9ORYZ Uncharacterized protein,Leersia perrieri,77586,,623,
A0A0D9VHC7,A0A0D9VHC7_9ORYZ Uncharacterized protein,Leersia perrieri,77586,,817,
A0A0D9W9C0,A0A0D9W9C0_9ORYZ Uncharacterized protein,Leersia perrieri,77586,,807,
A0A0D9W9C1,A0A0D9W9C1_9ORYZ Terpene synthase metal-binding domain-containing protein,Leersia perrieri,77586,,1126,
A0A0D9W9C2,A0A0D9W9C2_9ORYZ Terpene synthase metal-binding domain-containing protein,Leersia perrieri,77586,,1089,
A0A0D9WQV2,A0A0D9WQV2_9ORYZ Terpene synthase N-terminal domain-containing protein,Leersia perrieri,77586,,655,
A0A0D9WQV3,A0A0D9WQV3_9ORYZ Terpene synthase N-terminal domain-containing protein,Leersia perrieri,77586,,354,
A0A0D9X6J6,A0A0D9X6J6_9ORYZ Uncharacterized protein,Leersia perrieri,77586,,632,
A0A0D9YTW3,A0A0D9YTW3_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza glumipatula,40148,,525,
A0A0D9YTX0,A0A0D9YTX0_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,830,
A0A0D9YTX7,A0A0D9YTX7_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,914,
A0A0D9YTX8,A0A0D9YTX8_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,822,
A0A0D9YTX9,A0A0D9YTX9_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza glumipatula,40148,,717,
A0A0D9YTY0,A0A0D9YTY0_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,845,
A0A0D9Z6S6,A0A0D9Z6S6_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,810,
A0A0D9Z6S9,A0A0D9Z6S9_9ORYZ Terpene synthase metal-binding domain-containing protein,Oryza glumipatula,40148,,313,
A0A0D9ZH46,A0A0D9ZH46_9ORYZ Uncharacterized protein,Oryza glumipatula,40148,,842,
A0A0D9ZQI7,A0A0D9ZQI7_9ORYZ Ent-kaurene synthase,Oryza glumipatula,40148,,2511,
A0A0D9ZQI8,A0A0D9ZQI8_9ORYZ Ent-kaurene synthase,Oryza glumipatula,40148,,2441,
A0A0E0BSX5,A0A0E0BSX5_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza glumipatula,40148,,774,
A0A0E0BSX6,A0A0E0BSX6_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza glumipatula,40148,,733,
A0A0E0CM87,A0A0E0CM87_9ORYZ Uncharacterized protein,Oryza meridionalis,40149,,852,
A0A0E0CM96,A0A0E0CM96_9ORYZ Uncharacterized protein,Oryza meridionalis,40149,,763,
A0A0E0CM97,A0A0E0CM97_9ORYZ Uncharacterized protein,Oryza meridionalis,40149,,705,
A0A0E0F5Q1,A0A0E0F5Q1_9ORYZ Terpene synthase N-terminal domain-containing protein,Oryza meridionalis,40149,,572,
A0A0E0F5Q3,A0A0E0F5Q3_9ORYZ Uncharacterized protein,Oryza meridionalis,40149,,816,
A0A0E0G8I7,A0A0E0G8I7_ORYNI Terpene synthase metal-binding domain-containing protein,Oryza nivara,4536,,525,
A0A0E0G8J7,A0A0E0G8J7_ORYNI Uncharacterized protein,Oryza nivara,4536,,839,
A0A0E0G8K3,A0A0E0G8K3_ORYNI Uncharacterized protein,Oryza nivara,4536,,928,
A0A0E0G8K4,A0A0E0G8K4_ORYNI Uncharacterized protein,Oryza nivara,4536,,808,
A0A0E0G8K8,A0A0E0G8K8_ORYNI Uncharacterized protein,Oryza nivara,4536,,722,
A0A0E0G8K9,A0A0E0G8K9_ORYNI Uncharacterized protein,Oryza nivara,4536,,734,
A0A0E0H5U8,A0A0E0H5U8_ORYNI Photosystem I P700 chlorophyll a apoprotein A2,Oryza nivara,4536,psaB,2147,
A0A0E0HFB1,A0A0E0HFB1_ORYNI Terpene synthase N-terminal domain-containing protein,Oryza nivara,4536,,246,
A0A0E0HFB2,A0A0E0HFB2_ORYNI Uncharacterized protein,Oryza nivara,4536,,166,
A0A0E0HNW1,A0A0E0HNW1_ORYNI Uncharacterized protein,Oryza nivara,4536,,840,
A0A0E0IQZ4,A0A0E0IQZ4_ORYNI Uncharacterized protein,Oryza nivara,4536,,816,
A0A0E0IQZ5,A0A0E0IQZ5_ORYNI Terpene synthase N-terminal domain-containing protein,Oryza nivara,4536,,665,
A0A0E0JAH7,A0A0E0JAH7_ORYNI Terpene synthase N-terminal domain-containing protein,Oryza nivara,4536,,750,
A0A0E0JAH8,A0A0E0JAH8_ORYNI Terpene synthase N-terminal domain-containing protein,Oryza nivara,4536,,750,
A0A0E0KMV9,A0A0E0KMV9_ORYPU Uncharacterized protein,Oryza punctata,4537,,839,
A0A0E0KMW0,A0A0E0KMW0_ORYPU Uncharacterized protein,Oryza punctata,4537,,809,
A0A0E0KMW1,A0A0E0KMW1_ORYPU Uncharacterized protein,Oryza punctata,4537,,816,
A0A0E0KV25,A0A0E0KV25_ORYPU Uncharacterized protein,Oryza punctata,4537,,2203,
A0A0E0KV26,A0A0E0KV26_ORYPU Uncharacterized protein,Oryza punctata,4537,,2178,
A0A0E0KV27,A0A0E0KV27_ORYPU Ent-kaurene synthase,Oryza punctata,4537,,2212,
A0A0E0KV28,A0A0E0KV28_ORYPU Uncharacterized protein,Oryza punctata,4537,,2205,
A0A0E0KV29,A0A0E0KV29_ORYPU Uncharacterized protein,Oryza punctata,4537,,2151,
A0A0E0MFE5,A0A0E0MFE5_ORYPU Uncharacterized protein,Oryza punctata,4537,,817,
A0A0E0NGN5,A0A0E0NGN5_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,830,
A0A0E0NGN6,A0A0E0NGN6_ORYRU Terpene synthase metal-binding domain-containing protein,Oryza rufipogon,4529,,489,
A0A0E0NGP3,A0A0E0NGP3_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,572,
A0A0E0NGP6,A0A0E0NGP6_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,742,
A0A0E0P5H0,A0A0E0P5H0_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,842,
A0A0E0PDX9,A0A0E0PDX9_ORYRU Ent-kaurene synthase,Oryza rufipogon,4529,,2424,
A0A0E0PDY0,A0A0E0PDY0_ORYRU Ent-kaurene synthase,Oryza rufipogon,4529,,2405,
A0A0E0QET6,A0A0E0QET6_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,1444,
A0A0E0R8B7,A0A0E0R8B7_ORYRU Terpene synthase metal-binding domain-containing protein,Oryza rufipogon,4529,,204,
A0A0E0R8B8,A0A0E0R8B8_ORYRU Terpene synthase N-terminal domain-containing protein,Oryza rufipogon,4529,,400,
A0A0E0RHG9,A0A0E0RHG9_ORYRU Uncharacterized protein,Oryza rufipogon,4529,,854,
A0A0E1RV52,A0A0E1RV52_COCIM Geranylgeranyl pyrophosphate synthase,Coccidioides immitis (strain RS),246410,CIMG_09089,643,
A0A0E1VXJ0,A0A0E1VXJ0_BURPE Terpene synthase,Burkholderia pseudomallei 1710a,320371,BURPS1710A_A0859,394,
A0A0E9NDM8,A0A0E9NDM8_SAICN Terpene synthase,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,G7K_1715-t1,465,
A0A0F0HBT8,A0A0F0HBT8_LENAE Terpene synthase,Lentzea aerocolonigenes,68170,UK23_05740,712,
A0A0F0IBK6,A0A0F0IBK6_ASPPU Terpene synthase,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),1403190,P875_00033777,273,
A0A0F2TGC3,A0A0F2TGC3_STRR3 Terpene synthase,Streptomyces rubellomurinus (strain ATCC 31215),359131,VM95_10220,352,
A0A0F4YJS6,A0A0F4YJS6_RASE3 Terpene synthase family protein,Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815),1408163,T310_7502,1100,
A0A0F4YK83,A0A0F4YK83_RASE3 Terpene synthase,Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815),1408163,T310_8032,332,
A0A0F7CQ13,A0A0F7CQ13_9ACTN Terpene synthase,Streptomyces xiamenensis,408015,SXIM_42270,305,
A0A0F7G006,A0A0F7G006_9ACTN Terpene synthase,Streptomyces xiamenensis,408015,SXIM_51240,748,
A0A0F7VMG5,A0A0F7VMG5_STRLW Terpene synthase,Streptomyces leeuwenhoekii,1437453,sle_16070,736,
A0A0F7VNS3,A0A0F7VNS3_STRLW Terpene synthase,Streptomyces leeuwenhoekii,1437453,sle_05460,342,
A0A0F7VP66,A0A0F7VP66_STRLW Terpene synthase,Streptomyces leeuwenhoekii,1437453,sle_25180,362,
A0A0F7ZH66,A0A0F7ZH66_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_08479,218,
A0A0F7ZM41,A0A0F7ZM41_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_08931,368,
A0A0F7ZT23,A0A0F7ZT23_9HYPO TauD/TfdA-like domain-containing protein,Hirsutella minnesotensis 3608,1043627,HIM_08289,156,
A0A0F7ZU81,A0A0F7ZU81_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_06213,360,
A0A0F7ZWL0,A0A0F7ZWL0_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_11458,363,
A0A0F8A6D8,A0A0F8A6D8_9HYPO Terpene synthase,Hirsutella minnesotensis 3608,1043627,HIM_03781,330,
A0A0F8UC04,A0A0F8UC04_9EURO Terpene synthase,Aspergillus ochraceoroseus,138278,AOCH_004785,389,
A0A0F8UQJ3,A0A0F8UQJ3_9EURO Terpene synthase,Aspergillus rambellii,308745,ARAM_006753,394,
A0A0F9X4S0,A0A0F9X4S0_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_07692,352,
A0A0F9X8I9,A0A0F9X8I9_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_06376,378,
A0A0F9Y460,A0A0F9Y460_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_01070,254,
A0A0F9ZWP1,A0A0F9ZWP1_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_10331,344,
A0A0G0A026,A0A0G0A026_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_02359,353,
A0A0G0A8Z4,A0A0G0A8Z4_TRIHA Terpene synthase,Trichoderma harzianum,5544,THAR02_06351,386,
A0A0G2E0T7,A0A0G2E0T7_9PEZI Putative ent-kaurene synthase,Diplodia seriata,420778,UCDDS831_g07370,903,
A0A0G2F821,A0A0G2F821_9PEZI Terpene synthase,Diaporthe ampelina,1214573,UCDDA912_g09710,230,
A0A0G2FCR6,A0A0G2FCR6_9PEZI Terpene synthase,Diaporthe ampelina,1214573,UCDDA912_g07647,261,
A0A0G2GP46,A0A0G2GP46_9PEZI Terpene synthase,Diplodia seriata,420778,UCDDS831_g05896,381,
A0A0G2H655,A0A0G2H655_9PEZI Terpene synthase,Diaporthe ampelina,1214573,UCDDA912_g09366,362,
A0A0G2HN38,A0A0G2HN38_9PEZI Putative ent-kaurene synthase,Diaporthe ampelina,1214573,UCDDA912_g10392,939,
A0A0G2IFH4,A0A0G2IFH4_9PEZI Terpene synthase,Diaporthe ampelina,1214573,UCDDA912_g01197,427,
A0A0G4KEC5,A0A0G4KEC5_VERLO Terpene synthase,Verticillium longisporum,100787,BN1723_000047,354,
A0A0G4KFI7,A0A0G4KFI7_VERLO Terpene synthase,Verticillium longisporum,100787,BN1723_000053,328,
A0A0G4NXL3,A0A0G4NXL3_PENC3 Terpene synthase,Penicillium camemberti (strain FM 013),1429867,PCAMFM013_S002g000675,342,
A0A0G4P2W1,A0A0G4P2W1_PENC3 Terpene synthase,Penicillium camemberti (strain FM 013),1429867,PCAMFM013_S004g000602,356,
A0A0G4PH17,A0A0G4PH17_PENC3 Terpene synthase,Penicillium camemberti (strain FM 013),1429867,PCAMFM013_S015g000116,363,
A0A0G4PPQ3,A0A0G4PPQ3_PENC3 Terpene synthase,Penicillium camemberti (strain FM 013),1429867,PCAMFM013_S027g000034,355,
A0A0H2R717,A0A0H2R717_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_894889,341,
A0A0H2R7Z9,A0A0H2R7Z9_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_626535,340,
A0A0H2R937,A0A0H2R937_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_910670,284,
A0A0H2R9X3,A0A0H2R9X3_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_600612,376,
A0A0H2R9X6,A0A0H2R9X6_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_893708,331,
A0A0H2RB77,A0A0H2RB77_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_944256,350,
A0A0H2RB88,A0A0H2RB88_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_600750,194,
A0A0H2RGJ2,A0A0H2RGJ2_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_931668,269,
A0A0H2RME1,A0A0H2RME1_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_940718,338,
A0A0H2RN72,A0A0H2RN72_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_940716,341,
A0A0H2RN75,A0A0H2RN75_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_828604,339,
A0A0H2RSG2,A0A0H2RSG2_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_825685,374,
A0A0H2RU95,A0A0H2RU95_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_828532,340,
A0A0H2RUB1,A0A0H2RUB1_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_385230,338,
A0A0H2RUB5,A0A0H2RUB5_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_890331,339,
A0A0H2RV34,A0A0H2RV34_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_600636,292,
A0A0H2RWI6,A0A0H2RWI6_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_943858,341,
A0A0H2RZ09,A0A0H2RZ09_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_887135,214,
A0A0H2S2K1,A0A0H2S2K1_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_938296,372,
A0A0H2S845,A0A0H2S845_9AGAM Terpene synthase,Schizopora paradoxa,27342,SCHPADRAFT_940719,311,
A0A0H2XNS8,A0A0H2XNS8_BURO1 Terpene synthase,Burkholderia orbicola (strain AU 1054),331271,Bcen_1320,364,
A0A0H3CYW6,A0A0H3CYW6_AMYMU Terpene synthase,Amycolatopsis mediterranei (strain U-32),749927,AMED_1325,751,
A0A0H3KQ98,A0A0H3KQ98_BURM1 Terpene synthase,Burkholderia multivorans (strain ATCC 17616 / 249),395019,BMULJ_05581,677,
A0A0H4WQ68,A0A0H4WQ68_9BACT Terpene synthase,Pseudomyxococcus hansupus,1297742,A176_000650,755,
A0A0J6FQG3,A0A0J6FQG3_COCPO Geranylgeranyl pyrophosphate synthetase,Coccidioides posadasii RMSCC 3488,454284,CPAG_08008,731,
A0A0J6XHN2,A0A0J6XHN2_9ACTN Terpene synthase,Streptomyces roseus,66430,ACS04_27805,345,
A0A0J6XIB3,A0A0J6XIB3_9ACTN Terpene synthase,Streptomyces roseus,66430,ACS04_21380,743,
A0A0J6YND7,A0A0J6YND7_COCIT Geranylgeranyl pyrophosphate synthetase,Coccidioides immitis RMSCC 2394,404692,CIRG_08360,643,
A0A0J7AAC5,A0A0J7AAC5_9ACTN Terpene synthase,Streptomyces roseus,66430,ACS04_30380,362,
A0A0J7ZCC2,A0A0J7ZCC2_STRVR Terpene synthase,Streptomyces viridochromogenes,1938,ACM01_17070,307,
A0A0J7ZCP1,A0A0J7ZCP1_STRVR Terpene synthase,Streptomyces viridochromogenes,1938,ACM01_19400,719,
A0A0J7ZGX3,A0A0J7ZGX3_STRVR Terpene synthase,Streptomyces viridochromogenes,1938,ACM01_09940,311,
A0A0J9U782,A0A0J9U782_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_17905,242,
A0A0J9VNC1,A0A0J9VNC1_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_11949,402,
A0A0J9VPA1,A0A0J9VPA1_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_12225,401,
A0A0J9VVA5,A0A0J9VVA5_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_13372,373,
A0A0J9WL93,A0A0J9WL93_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_19140,324,
A0A0J9WSM7,A0A0J9WSM7_FUSO4 Terpene synthase,Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936),426428,FOXG_13372,342,
A0A0K1ECM7,A0A0K1ECM7_CHOCO Terpene synthase,Chondromyces crocatus,52,CMC5_027680,313,
A0A0K1EP64,A0A0K1EP64_CHOCO Terpene synthase,Chondromyces crocatus,52,CMC5_068260,760,
A0A0K2AY64,A0A0K2AY64_STRA7 Terpene synthase,Streptomyces ambofaciens (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516),278992,cyc,339,
A0A0K2B0U1,A0A0K2B0U1_STRA7 Terpene synthase,Streptomyces ambofaciens (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516),278992,cyc,726,
A0A0K6FQ41,A0A0K6FQ41_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_07753,329,
A0A0K6FRF7,A0A0K6FRF7_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_08057,360,
A0A0K6FX52,A0A0K6FX52_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_08982,241,
A0A0K6FYW6,A0A0K6FYW6_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_09566,358,
A0A0K6FYW9,A0A0K6FYW9_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_09570,357,
A0A0K6FZD2,A0A0K6FZD2_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_09739,357,
A0A0K6G237,A0A0K6G237_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_10131,156,
A0A0K6G2K1,A0A0K6G2K1_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_10154,269,
A0A0K6GAY7,A0A0K6GAY7_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_06073,358,
A0A0K6GCC0,A0A0K6GCC0_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_12060,241,
A0A0K6GDH2,A0A0K6GDH2_9AGAM Terpene synthase,Rhizoctonia solani,456999,RSOLAG22IIIB_02130,359,
A0A0K8PBU0,A0A0K8PBU0_STRAJ Terpene synthase,Streptomyces azureus,146537,SAZU_0069,343,
A0A0K8PF36,A0A0K8PF36_STRAJ Terpene synthase,Streptomyces azureus,146537,SAZU_0741,332,
A0A0K8PH86,A0A0K8PH86_STRAJ Terpene synthase,Streptomyces azureus,146537,SAZU_1997,307,
A0A0K8PLE0,A0A0K8PLE0_STRAJ Terpene synthase,Streptomyces azureus,146537,SAZU_3526,720,
A0A0K9XCP4,A0A0K9XCP4_9ACTN Terpene synthase,Streptomyces caatingaensis,1678637,AC230_20690,347,
A0A0K9XGA2,A0A0K9XGA2_9ACTN Terpene synthase,Streptomyces caatingaensis,1678637,AC230_12670,349,
A0A0K9XJJ3,A0A0K9XJJ3_9ACTN Terpene synthase,Streptomyces caatingaensis,1678637,AC230_07235,748,
A0A0K9XLE7,A0A0K9XLE7_9ACTN Terpene synthase,Streptomyces caatingaensis,1678637,AC230_06075,306,
A0A0K9XLW7,A0A0K9XLW7_9ACTN Terpene synthase,Streptomyces caatingaensis,1678637,AC230_06090,345,
A0A0L0K3N9,A0A0L0K3N9_9ACTN Terpene synthase,Streptomyces acidiscabies,42234,IQ63_21310,731,
A0A0L0K3Y1,A0A0L0K3Y1_9ACTN Terpene synthase,Streptomyces acidiscabies,42234,IQ63_23210,302,
A0A0L1IVM2,A0A0L1IVM2_ASPN3 Terpene synthase,Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93),1509407,ANOM_008358,280,
